gazette_number,gazette_type,gazette_date,decree_number,change_type,person_name,post_or_position,institution,organism,is_military_person,military_rank,is_military_post,summary
43310,Ordinaria,2026-02-04,5.239,CREACION_MINISTERIO,,,,Presidencia de la República,NO,,NO,"Decreto N° 5.239, mediante el cual se crea el Ministerio del Poder Popular de Desarrollo Minero Ecológico e Industrias Básicas."
43310,Ordinaria,2026-02-04,5.24,CREACION_MINISTERIO,,Viceministros,,Presidencia de la República,NO,,NO,"Decreto N° 5.240, mediante el cual se crean los Despachos del Viceministro o de la Viceministra que en él se mencionan; y se nombra a los ciudadanos que en él se señalan, como Viceministros, del Ministerio del Poder Popular de Desarrollo Minero Ecológico e Industrias Básicas."
43310,Ordinaria,2026-02-04,,JUBILACION,Mirta Candelaria Requena García,,,Ministerio del Poder Popular para la Ciencia y Tecnología,NO,,NO,"Resolución mediante la cual se otorga el beneficio de Jubilación Especial, a la ciudadana Mirta Candelaria Requena García."
43310,Ordinaria,2026-02-04,,JUBILACION,Jorge Enrique Pernalete,,,Ministerio del Poder Popular para la Ciencia y Tecnología,NO,,NO,"Resolución mediante la cual se otorga el beneficio de Jubilación Especial, al ciudadano Jorge Enrique Pernalete."
43310,Ordinaria,2026-02-04,,JUBILACION,Luis Eduardo Russo Sánchez,,,Ministerio del Poder Popular para la Ciencia y Tecnología,NO,,NO,"Resolución mediante la cual se otorga el beneficio de Jubilación Especial, al ciudadano Luis Eduardo Russo Sánchez."
43310,Ordinaria,2026-02-04,,JUBILACION,Eneida del Carmen Castillo Monascal,,,Ministerio del Poder Popular para la Ciencia y Tecnología,NO,,NO,"Resolución mediante la cual se otorga el beneficio de Jubilación Especial, a la ciudadana Eneida del Carmen Castillo Monascal."
43310,Ordinaria,2026-02-04,,JUBILACION,Mery Emedina Velarde de Laffée,,,Ministerio del Poder Popular para la Ciencia y Tecnología,NO,,NO,"Resolución mediante la cual se otorga el beneficio de Jubilación Especial, a la ciudadana Mery Emedina Velarde de Laffée."
43310,Ordinaria,2026-02-04,,DESIGNACION_GERENTE,José Gregorio Solórzano Velásquez,Gerente Regional,Instituto Nacional de Prevención,INPSASEL,NO,,NO,"Providencia mediante la cual se designa al ciudadano José Gregorio Solórzano Velásquez, como Gerente Regional, adscrito a la GERESAT SUCRE, del Instituto Nacional de Prevención, Salud y Seguridad Laborales (INPSASEL). ESTADO CARABOBO ALCALDÍA MUNICIPIO SAN DIEGO"
43310,Ordinaria,2026-02-04,,JUBILACION,Martha Alejandra Ortuño Ochoa,,,Estado Carabobo Alcaldía Municipio San Diego,NO,,NO,"Resolución mediante la cual se notifica el otorgamiento del beneficio de Jubilación Especial, a la ciudadana Martha Alejandra Ortuño Ochoa."
43310,Ordinaria,2026-02-04,,DESIGNACION_VICEMINISTRO,Luis Alberto Pérez González,Viceministro del Oro,,Ministerio del Poder Popular de Desarrollo Minero Ecológico e Industrias Básicas,NO,,NO,"Artículo 2°. Nombro al ciudadano LUIS ALBERTO PÉREZ GONZÁLEZ, titular de la cédula de identidad Nº V-17.088.336, como VICEMINISTRO DEL ORO, del Ministerio del Poder Popular de Desarrollo Minero Ecológico e Industrias Básicas, en condición de Encargado, con las competencias inherentes al referido cargo, de conformidad con el ordenamiento jurídico vigent"
43310,Ordinaria,2026-02-04,,DESIGNACION_VICEMINISTRO,Jesús Ricardo Mieres Vitanza,Viceministro de Otros Minerales Estratégicos No Aurífero,,Ministerio del Poder Popular de Desarrollo Minero Ecológico e Industrias Básicas,NO,,NO,"Artículo 4°. Nombro al ciudadano JESÚS RICARDO MIERES VITANZA, titular de la cédula de identidad Nº V- 19.614.690, como VICEMINISTRO DE OTROS MINERALES ESTRATÉGICOS NO AURÍFERO, del Ministerio del Poder Popular de Desarrollo Minero Ecológico e Industrias Básicas, en condición de Encargado, con las competencias inherentes al referido cargo, de conformidad con el ordenamiento jurídico vigent"
43310,Ordinaria,2026-02-04,,CREACION_MINISTERIO,Leonel David Lacera Urdaneta,Viceministro de Inversión y Políticas de Comercialización Minera,,Ministerio del Poder Popular de Desarrollo Minero Ecológico e Industrias Básicas,NO,,NO,"Artículo 6°. Nombro al ciudadano LEONEL DAVID LACERA URDANETA, titular de la cédula de identidad Nº V-19.016.107, como VICEMINISTRO DE INVERSIÓN Y POLÍTICAS DE COMERCIALIZACIÓN MINERA, del Ministerio del Poder Popular de Desarrollo Minero Ecológico e Industrias Básicas, con las competencias inherentes al referido cargo, de conformidad con el ordenamiento jurídico vigente. Artículo 7°. Se crea el "
43310,Ordinaria,2026-02-04,,DESIGNACION_VICEMINISTRO,Alejandro Miguel Martínez Herrera,Viceministro de Inteligencia Artificial e Innovación Tecnológica para el Desarrollo Minero Ecológico y de las Industrias Básicas,,Ministerio del Poder Popular de Desarrollo Minero Ecológico e Industrias Básicas,NO,,NO,"Artículo 8°. Nombro al ciudadano ALEJANDRO MIGUEL MARTÍNEZ HERRERA, titular de la cédula de identidad Nº V- 11.919.965, como VICEMINISTRO DE INTELIGENCIA ARTIFICIAL E INNOVACIÓN TECNOLÓGICA PARA EL DESARROLLO MINERO ECOLÓGICO Y DE LAS INDUSTRIAS BÁSICAS, del Ministerio del Poder Popular de Desarrollo Minero Ecológico e Industrias Básicas, en condición de Encargado, con las competencias inherentes al referido cargo, de conformidad con el ordenamiento jurídico vigent"
43311,Ordinaria,2026-02-05,,CONDECORACION,,Orden al Mérito en el Trabajo,Instituto Autónomo Circulo de la Fuerza Armada Nacional Bolivariana,Ministerio del Poder Popular para el Proceso Social de Trabajo,NO,,SI,"Resolución mediante la cual se confiere la condecoración Orden al Mérito en el Trabajo, a las ciudadanas y ciudadanos que en ella se mencionan, del Instituto Autónomo Circulo de la Fuerza Armada Nacional Bolivariana."
43311,Ordinaria,2026-02-05,,DESIGNACION_CONTRALOR,Julio Alfredo Pino Escarrá,Contralor con Carácter Provisional de la Mencionada Contraloría Municipal,,Contraloría General de la República,NO,,NO,"Resolución mediante la cual se ratifica la Intervención de la Contraloría Municipal del municipio San Felipe del estado Yaracuy; y se designa al ciudadano Julio Alfredo Pino Escarrá, como Contralor con carácter provisional de la mencionada Contraloría Municipal."
43311,Ordinaria,2026-02-05,,DESIGNACION_CONTRALOR,Trino José Barreto Escalona,Contralor con Carácter Provisional de la Mencionada Contraloría Municipal,,Contraloría General de la República,NO,,NO,"Resolución mediante la cual se ratifica la Intervención de la Contraloría Municipal del municipio Bruzual del estado Yaracuy; y se designa al ciudadano Trino José Barreto Escalona, como Contralor con carácter provisional de la mencionada Contraloría Municipal."
43311,Ordinaria,2026-02-05,,DESIGNACION_CONTRALOR,Jennifer Patricia Sánchez,Contralora con Carácter Provisional de la Mencionada Contraloría Municipal,,Contraloría General de la República,NO,,NO,"Resolución mediante la cual se ratifica la Intervención de la Contraloría Municipal del municipio Independencia del estado Yaracuy; y se designa a la ciudadana Jennifer Patricia Sánchez, como Contralora con carácter provisional de la mencionada Contraloría Municipal."
43312,Ordinaria,2026-02-06,,DESIGNACION_DIRECTOR,Yuri Jesús Narváez González,Director de Finanzas de la Oficina de Gestión Administrativa,,Ministerio del Poder Popular del Despacho de la Presidencia y Seguimiento de la Gestión de Gobierno,NO,,NO,"Resolución mediante la cual se designa al ciudadano Yuri Jesús Narváez González, como Director de Finanzas de la Oficina de Gestión Administrativa, del Ministerio del Poder Popular del Despacho de la Presidencia y Seguimiento de la Gestión de Gobierno."
43312,Ordinaria,2026-02-06,,DESIGNACION_COORDINADOR,Martha Eumelia Romero Vásquez,Coordinadora (E),Instituto Socialista de la Pesca y Acuicultura (Insopesca),Ministerio del Poder Popular de Pesca y Acuicultura Insopesca,NO,,NO,"Providencia mediante la cual se designa a la ciudadana Martha Eumelia Romero Vásquez, como Coordinadora (E), adscrita a la SUBGERENCIA NUEVA ESPARTA, del Instituto Socialista de la Pesca y Acuicultura (INSOPESCA)."
43312,Ordinaria,2026-02-06,,DESIGNACION_GERENTE,Aile Carlota Falcón Nexams,Subgerente de la Subgerencia Vargas,Instituto Socialista de la Pesca y Acuicultura (Insopesca),Ministerio del Poder Popular de Pesca y Acuicultura Insopesca,NO,,NO,"Providencia mediante la cual se designa a la ciudadana Aile Carlota Falcón Nexams, como Subgerente de la SUBGERENCIA VARGAS, del Instituto Socialista de la Pesca y Acuicultura (INSOPESCA). MINISTERIO DEL PODER POPULAR PARA CIENCIA Y TECNOLOGÍA CODECYT, S.A."
43312,Ordinaria,2026-02-06,,DESIGNACION_DIRECTOR,Truddy del Carmen Machado de Silva,"Directora Ejecutiva (E), Como Responsable de la Unidad Administradora de la Corporación para el Desarrollo Científico y Tecnológico Codecyt, S",Corporación para el Desarrollo Científico y Tecnológico Codecyt,Ministerio del Poder Popular de Pesca y Acuicultura Insopesca,NO,,NO,"Providencia mediante la cual se designa a la ciudadana Truddy del Carmen Machado de Silva, quien se desempeña como Directora Ejecutiva (E), como Responsable de la Unidad Administradora de la Corporación para el Desarrollo Científico y Tecnológico CODECYT, S.A, para la ejecución Financiera del Presupuesto de Gastos correspondientes al año 2026. MINISTERIO DEL PODER POPULAR PARA EL PROCESO SOCIAL DE TRABAJO Instituto Venezolano de los Seguros Sociales"
43312,Ordinaria,2026-02-06,,DESIGNACION_DIRECTOR_GENERAL,Yasmín Carolina Bonilla Molina,Directora General de Administración y Finanza,Instituto Venezolano de los Seguros Sociales,Ministerio del Poder Popular para el Proceso Social de Trabajo Instituto Venezolano de los Seguros Sociales,NO,,NO,"Providencia mediante la cual se designa a la ciudadana Yasmín Carolina Bonilla Molina, como Directora General de Administración y Finanza, del Instituto Venezolano de los Seguros Sociales."
43312,Ordinaria,2026-02-06,,DESIGNACION_DIPLOMATICA,Erick Leonardo Gutiérrez García,Director General de la Consultoría Jurídica,,Ministerio del Poder Popular para el Ecosocialismo,NO,,NO,"Resolución mediante la cual se designa al ciudadano Erick Leonardo Gutiérrez García, como Director General de la Consultoría Jurídica, del Ministerio del Poder Popular para el Ecosocialismo."
43312,Ordinaria,2026-02-06,,DESIGNACION_DIRECTOR_GENERAL,Jorneli Damaris Omaña Anuel,Directora General de la Oficina de Integración y Asuntos Internacionales,,Ministerio del Poder Popular para el Ecosocialismo,NO,,NO,"Resolución mediante la cual se designa a la ciudadana Jorneli Damaris Omaña Anuel, como Directora General de la Oficina de Integración y Asuntos Internacionales, del Ministerio del Poder Popular para el Ecosocialismo."
43312,Ordinaria,2026-02-06,,DESIGNACION_DIRECTOR_GENERAL,Luis Gregorio Dávila Soto,Director General (E) de la Oficina de Gestión Administrativa,,Ministerio del Poder Popular para el Ecosocialismo,NO,,NO,"Resolución mediante la cual se designa al ciudadano Luis Gregorio Dávila Soto, como Director General (E) de la Oficina de Gestión Administrativa, del Ministerio del Poder Popular para el Ecosocialismo."
43312,Ordinaria,2026-02-06,,DESIGNACION_DIRECTOR_GENERAL,Yusbely Coromoto Ramírez Uzcátegui,Directora General (E) de Servicios Ambientales para el Ecosocialismo,,Ministerio del Poder Popular para el Ecosocialismo,NO,,NO,"Resolución mediante la cual se designa a la ciudadana Yusbely Coromoto Ramírez Uzcátegui, como Directora General (E) de Servicios Ambientales para el Ecosocialismo, del Ministerio del Poder Popular para el Ecosocialismo."
43312,Ordinaria,2026-02-06,,DESIGNACION_DIRECTOR_GENERAL,Daniel Enrique Romero Castillo,Director General de la Oficina de Gestión Humana,,Ministerio del Poder Popular para el Ecosocialismo,NO,,NO,"Resolución mediante la cual se designa al ciudadano Daniel Enrique Romero Castillo, como Director General de la Oficina de Gestión Humana, del Ministerio del Poder Popular para el Ecosocialismo."
43312,Ordinaria,2026-02-06,,DESIGNACION_DIRECTOR_GENERAL,Paúl José Pérez García,Director General (E) de la Oficina de Planificación y Presupuesto,,Ministerio del Poder Popular para el Ecosocialismo,NO,,NO,"Resolución mediante la cual se designa al ciudadano Paúl José Pérez García, como Director General (E) de la Oficina de Planificación y Presupuesto, del Ministerio del Poder Popular para el Ecosocialismo."
43312,Ordinaria,2026-02-06,,DESIGNACION_DIRECTOR_GENERAL,Mariana Carolina Genovez Herrera,Directora General (E) de la Oficina de Gestión Comunicacional,,Ministerio del Poder Popular para el Ecosocialismo,NO,,NO,"Resolución mediante la cual se designa a la ciudadana Mariana Carolina Genovez Herrera, como Directora General (E) de la Oficina de Gestión Comunicacional, del Ministerio del Poder Popular para el Ecosocialismo."
43312,Ordinaria,2026-02-06,,DESIGNACION_DIRECTOR_GENERAL,Yender Eduardo Mellado Guevara,Director General de la Oficina de Gestión Comunicacional,,"Ministerio del Poder Popular para los Adultos y Adultas Mayores, Abuelos y Abuelas de la Patria",NO,,NO,"Resolución mediante la cual se designa al ciudadano Yender Eduardo Mellado Guevara, como Director General de la Oficina de Gestión Comunicacional, del Ministerio del Poder Popular para los Adultos y Adultas Mayores, Abuelos y Abuelas de la Patria."
43313,Ordinaria,2026-02-09,5.247,DESIGNACION_DIRECTOR_GENERAL,Juan Francisco Escalona Camargo,Director General del Servicio Desconcentrado “fondo Especial Ciudad Humana”,Servicio Desconcentrado “fondo Especial Ciudad Humana”,Presidencia de la República,NO,,NO,"Decreto Nº 5.247, mediante el cual se nombra al ciudadano Juan Francisco Escalona Camargo, como Director General del Servicio Desconcentrado “FONDO ESPECIAL CIUDAD HUMANA”"
43313,Ordinaria,2026-02-09,,DESIGNACION_DIRECTOR_GENERAL,Luis Alfredo Motta Domínguez,"Director General del ""fondo Negro Primero"", Servicio Desconcentrado Sin Personalidad Jurídica, Entes Adscrito al Ministerio del Poder Popular del Despacho de la Presidencia y Seguimiento de la Gestión de Gobierno",,Presidencia de la República,NO,,NO,"se nombra al ciudadano Luis Alfredo Motta Domínguez, como Director General del ""FONDO NEGRO PRIMERO"", Servicio Desconcentrado sin personalidad jurídica, entes adscrito al Ministerio del Poder Popular del Despacho de la Presidencia y Seguimiento de la Gestión de Gobierno"
43313,Ordinaria,2026-02-09,,REVOCACION,,,,"Vicepresidencia Sectorial de Ciencia, Tecnología, Educación y Salud",NO,,NO,Resolución mediante la cual se deja sin efecto la
43313,Ordinaria,2026-02-09,,DESIGNACION_DIRECTOR,Brut Oswaldo Linares González,Director Ejecutivo (E),,Ministerio del Poder Popular para la Ciencia y Tecnología CENIDIC,NO,,NO,"Providencia mediante la cual se designa al ciudadano Brut Oswaldo Linares González, como Director Ejecutivo (E), del Centro Nacional de Investigación, Desarrollo e Innovación del Cacao (CENIDIC)."
43313,Ordinaria,2026-02-09,,DESIGNACION_GERENTE,Ángelo Bruno D’Onofrio,Gerente General de la Oficina de Recursos Humanos,Instituto Nacional de Aeronáutica Civil (INAC),Instituto Nacional de Aeronáutica Civil (INAC),NO,,NO,"Providencia mediante la cual se designa al ciudadano Ángelo Bruno D’Onofrio, como Gerente General de la Oficina de Recursos Humanos, adscrita al Instituto Nacional de Aeronáutica Civil (INAC)."
43313,Ordinaria,2026-02-09,,DESIGNACION_DIRECTOR,Fred Antonio García Rodríguez,"Director Estadal del Estado Amazonas, Cargo de la Estructura Organizativa y Funcional",,Ministerio del Poder Popular de Obras Públicas,NO,,NO,"Resolución mediante la cual se designa al ciudadano Fred Antonio García Rodríguez, como Director Estadal del estado Amazonas, cargo de la Estructura Organizativa y Funcional, del Ministerio del Poder Popular de Obras Públicas."
43313,Ordinaria,2026-02-09,,DESIGNACION_FISCAL,Solanye Anhely Medina Chacón,Fiscal Auxiliar Interino,Fiscalía Vigésima del Ministerio Público de la Circunscripción Judicial del Área Metropolitana de Caracas,Ministerio Público,NO,,NO,"[OCR] Abogada SOLANYE ANHELY MEDINA CHACÓN como FISCAL AUXILIAR INTERINO a la FISCALÍA VIGÉSIMA del Ministerio Público de la Circunscripción Judicial del Área Metropolitana de Caracas, con competencia Plena y en Delitos Menos Graves, en las Fases de Investigación, Intermedia y de Juicio Oral"
43313,Ordinaria,2026-02-09,,DESIGNACION_DIRECTOR,Carlos Federico Díaz Martínez,Director en la Dirección en lo Constitucional y Contencioso Administrativo,,Ministerio del Poder Popular de Atención de las Aguas,NO,,NO,[OCR] abogado CARLOS FEDERICO DÍAZ MARTÍNEZ como Director en la Dirección en lo Constitucional y Contencioso Administrativo
43313,Ordinaria,2026-02-09,,DESIGNACION_FISCAL,Nestor Yunny Blanco Sánchez,Fiscal Auxiliar Interino,Fiscalía Municipal Primera del Ministerio Público de la Circunscripción Judicial del Estado Aragua,Ministerio Público,NO,,NO,"[OCR] abogado NESTOR YUNNY BLANCO SÁNCHEZ como FISCAL AUXILIAR INTERINO a la FISCALÍA MUNICIPAL PRIMERA del Ministerio Público de la Circunscripción Judicial del estado Aragua, con competencia territorial en el Municipio Sucre y sede en la ciudad de Cagua"
43313,Ordinaria,2026-02-09,,DESIGNACION_OTRO,Jhonn Eddie Alonzo Rodríguez,Presidente,,Ministerio del Poder Popular de Atención de las Aguas,NO,,NO,[OCR] DE LA JUNTA JHONN EDDIE ALONZO RODRÍGUEZ como PRESIDENTE
43313,Ordinaria,2026-02-09,,DESIGNACION_FISCAL,Lisa Marión Ávila Peña,Fiscal Auxiliar Interino,Fiscalía Décima del Ministerio Público de la Circunscripción Judicial del Estado Barinas,Ministerio Público,NO,,NO,"Resolución mediante la cual se designa como Fiscal Auxiliar Interino a la ciudadana Lisa Marión Ávila Peña, en la Fiscalía Décima del Ministerio Público de la Circunscripción Judicial del estado Barinas, con competencia Plena y en Delitos de Homicidio, Delitos Graves y Contra la Propiedad en las Fases de Investigación, Intermedia y de Juicio Oral, con sede en Socopó."
43313,Ordinaria,2026-02-09,,DESIGNACION_FISCAL,Alfredo José Sánchez Ochoa,Fiscal Auxiliar Interino,Fiscalía Vigésima del Ministerio Público de la Circunscripción Judicial del Estado Táchira,Ministerio Público,NO,,NO,"Resolución mediante la cual se designa como Fiscal Auxiliar Interino al ciudadano Alfredo José Sánchez Ochoa, en la Fiscalía Vigésima del Ministerio Público de la Circunscripción Judicial del estado Táchira, con sede en San Cristóbal y competencia en materia de Protección de Derechos Humanos."
43313,Ordinaria,2026-02-09,,TRASLADO_FISCAL,Solanye Anhely Médina Chacón,Fiscal Auxiliar Interino,Fiscalía Vigésima del Ministerio Público de la Circunscripción Judicial del Área Metropolitana de Caracas,Ministerio Público,NO,,NO,"Resolución mediante la cual se traslada a la ciudadana Solanye Anhely Médina Chacón, como Fiscal Auxiliar Interino a la Fiscalía Vigésima del Ministerio Público de la Circunscripción Judicial del Área Metropolitana de Caracas, con competencia Plena y en Delitos Menos Graves, en las Fases de Investigación, Intermedia y de Juicio Oral."
43313,Ordinaria,2026-02-09,,DESIGNACION_DIRECTOR,Carlos Federico Díaz Martínez,Director en la Dirección de Revisión y Doctrina del Ministerio Público (Encargado),,Ministerio Público,NO,,NO,"Resolución mediante la cual se designa al ciudadano Carlos Federico Díaz Martínez, como Director en la Dirección de Revisión y Doctrina del Ministerio Público (Encargado)."
43313,Ordinaria,2026-02-09,,DESIGNACION_FISCAL,Juana Yolibeth Millán Campos,Fiscal Provisorio,Fiscalía Municipal Tercera del Ministerio Público de la Circunscripción Judicial del Estado Aragua,Ministerio Público,NO,,NO,"Resolución mediante la cual se designa como Fiscal Provisorio a la ciudadana Juana Yolibeth Millán Campos, en la Fiscalía Municipal Tercera del Ministerio Público de la Circunscripción Judicial del estado Aragua, con competencia territorial en el municipio Libertador y sede en la localidad de Palo Negro, adscrita a la Fiscalía Superior del Ministerio Público de la citada Circunscripción Judicial."
43313,Ordinaria,2026-02-09,,TRASLADO_FISCAL,Néstor Yunny Blanco Sánchez,Fiscal Auxiliar Interino,Fiscalía Municipal Primera del Ministerio Público de la Circunscripción Judicial del Estado Aragua,Ministerio Público,NO,,NO,"Resolución mediante la cual se traslada al ciudadano Néstor Yunny Blanco Sánchez, como Fiscal Auxiliar Interino a la Fiscalía Municipal Primera del Ministerio Público de la Circunscripción Judicial del estado Aragua, con competencia territorial en el municipio Sucre y sede en la ciudad de Cagua, adscrita a la Fiscalía Superior del Ministerio Público de la citada Circunscripción Judicial."
43313,Ordinaria,2026-02-09,,DESIGNACION_FISCAL,Lissett de Jesús Mosquera Rodríguez,Fiscal Provisorio,Fiscalía Trigésima Cuarta del Ministerio Público de la Circunscripción Judicial del Estado Carabobo,Ministerio Público,NO,,NO,"Resolución mediante la cual se designa como Fiscal Provisorio a la ciudadana Lissett de Jesús Mosquera Rodríguez, en la Fiscalía Trigésima Cuarta del Ministerio Público de la Circunscripción Judicial del estado Carabobo, con competencia Plena y en Delitos de Homicidio, Delitos Graves y Contra la Propiedad en las Fases de Investigación, Intermedia y de Juicio Oral, y sede en Valencia."
43313,Ordinaria,2026-02-09,,DESIGNACION_FISCAL,Lincmar Betania del Valle Goita,Fiscal Auxiliar Interino,"Fiscalía 16 Nacional de Derechos y Garantías Constitucionales, Contencioso Administrativo, Tributario, Agrario, Especial Inquilinario y Plena",Ministerio Público,NO,,NO,"Resolución mediante la cual se designa como Fiscal Auxiliar Interino a la ciudadana Lincmar Betania del Valle Goita, en la Fiscalía 16 Nacional de Derechos y Garantías Constitucionales, Contencioso Administrativo, Tributario, Agrario, Especial Inquilinario y Plena."
43313,Ordinaria,2026-02-09,,TRASLADO_FISCAL,Freddy Eloy Carvajal Noriega,Fiscal Auxiliar Interino,Fiscalía 21 Nacional Plena,Ministerio Público,NO,,NO,"Resolución mediante la cual se traslada al ciudadano Freddy Eloy Carvajal Noriega, como Fiscal Auxiliar Interino a la Fiscalía 21 Nacional Plena."
43313,Ordinaria,2026-02-09,,DESIGNACION_FISCAL,Orlando Michel Henríquez Zambrano,Fiscal Provisorio,"Fiscalía 44 Nacional con Competencia Plena y en Materia de Tránsito, Vehículos y Vialidad",Ministerio Público,NO,,NO,"Resolución mediante la cual se designa como Fiscal Provisorio al ciudadano Orlando Michel Henríquez Zambrano, en la Fiscalía 44 Nacional con competencia Plena y en materia de Tránsito, Vehículos y Vialidad, con sede en Puerto Cabello."
43314,Ordinaria,2026-02-10,,OTRO,Aurelix Johana Salcedo Médina,Presidenta del Consejo Nacional para las Personas con Discapacidad,,Presidencia de la República,NO,,NO,"se elige al ciudadano Aurelix Johana Salcedo Médina, como Presidenta del Consejo Nacional para las Personas con Discapacidad"
43314,Ordinaria,2026-02-10,,OTRO,Carolina Rojas Hernández,Presidenta de la Fundación “misión José Gregorio Hernández”,Fundación “misión José Gregorio Hernández”,Presidencia de la República,NO,,NO,"se elige al ciudadano Carolina Rojas Hernández, como Presidenta de la Fundación “MISIÓN JOSÉ GREGORIO HERNÁNDEZ”"
43314,Ordinaria,2026-02-10,5.25,DESIGNACION_SUPERINTENDENTE,Anmy Ivonett Pérez González,Superintendenta de las Instituciones del Sector Bancario (SUDEBAN),,Presidencia de la República,NO,,NO,"Decreto N° 5.250, mediante el cual se nombra a la ciudadana Anmy Ivonett Pérez González, como Superintendenta de las Instituciones del Sector Bancario (SUDEBAN), adscrita al Ministerio del Poder Popular de Economía y Finanzas."
43314,Ordinaria,2026-02-10,,COMISION_CONTRATACIONES,,Miembros Principales y Suplentes,,Ministerio del Poder Popular de Comercio Exterior,NO,,NO,"Resolución mediante la cual se constituye la Comisión de Contrataciones del Ministerio del Poder Popular de Comercio Exterior, con carácter permanente; estará integrada por las ciudadanas que en ella se indican, como Miembros Principales y Suplentes."
43314,Ordinaria,2026-02-10,,APROBACION_AERONAUTICA,,,,INAC,NO,,NO,"Providencia mediante la cual se aprueba la estación en el Aeropuerto Internacional “Manuel Carlos Piar”, de Puerto Ordaz estado Bolívar, de conformidad con las Especificaciones Operacionales otorgadas a la Sociedad Mercantil SERVICIOS AUXILIARES DE AVIACIÓN VEN WAS INTERNACIONAL, S.A., según las estipulaciones y términos que en ella se establecen."
43314,Ordinaria,2026-02-10,,CERTIFICACION,,,,INAC,NO,,NO,"Providencia mediante la cual se renueva el Certificado de Operaciones de Seguridad de la Aviación Civil a la Sociedad Mercantil GEO GROUND SERVICES, C.A., de acuerdo a las condiciones, estipulaciones y términos que en ella se establecen."
43314,Ordinaria,2026-02-10,,PERMISO_OPERACIONAL,,,,INAC,NO,,NO,"Providencia mediante la cual se otorga el Permiso Operacional a la Sociedad Mercantil ALMACENADORA MARALY, C.A., según las estipulaciones y términos que en ella se establecen."
43314,Ordinaria,2026-02-10,,CERTIFICACION,,"Centro Médico Aeronáutico Examinador (CMAE) a la Sociedad Mercantil Flight Center Intl Aviation Group, C",,INAC,NO,,NO,"Providencia mediante la cual se renueva el Certificado de Funcionamiento como Centro Médico Aeronáutico Examinador (CMAE) a la Sociedad Mercantil FLIGHT CENTER INTL AVIATION GROUP, C.A., con base a las condiciones, limitaciones y en los términos que en ella se indican. MINISTERIO DEL PODER POPULAR DE ATENCIÓN DE LAS AGUAS HIDROVEN Acta de Asamblea Extraordinaria de Accionistas de la C.A. HIDROLÓGICA VENEZOLANA (HIDROVEN), celebrada el día jueves veintinueve (29) de enero del año 2026."
43314,Ordinaria,2026-02-10,,DESIGNACION_DIRECTOR_GENERAL,María Francis Colmenares Duarte,Directora General de Formación e Investigación para la Igualdad de Género y No Discriminación,,Ministerio del Poder Popular para la Mujer y la Igualdad de Género,NO,,NO,"Resolución mediante la cual se designa a la ciudadana María Francis Colmenares Duarte, como Directora General de Formación e Investigación para la Igualdad de Género y No Discriminación, en calidad de Encargada, adscrita al Viceministerio de Igualdad de Género y No Discriminación, del Ministerio del Poder Popular para la Mujer y la Igualdad de Género."
43314,Ordinaria,2026-02-10,,COMISION_CONTRATACIONES,,Miembros Principales y Suplentes,,Ministerio del Poder Popular para la Mujer y la Igualdad de Género,NO,,NO,"Resolución mediante la cual se constituye, con carácter permanente, la Comisión de Contrataciones Públicas del Ministerio del Poder Popular para la Mujer y la Igualdad de Género, y estará integrada por las ciudadanas y ciudadanos que en ella se señalan, como Miembros Principales y Suplentes. INAMUJER"
43314,Ordinaria,2026-02-10,,COMISION_CONTRATACIONES,,Miembros Principales y Suplentes,Instituto Nacional de la Mujer,Ministerio del Poder Popular para la Mujer y la Igualdad de Género,NO,,NO,"Providencia mediante la cual se constituye, con carácter permanente, la Comisión de Contrataciones Públicas del Instituto Nacional de la Mujer; y estará integrada por las ciudadanas y ciudadanos que en ella se mencionan, como Miembros Principales y Suplentes."
43315,Ordinaria,2026-02-11,,DESIGNACION_FISCAL,Dayerlin Fabiola Martínez Peña,Fiscal Auxiliar Interino,Fiscalía Séptima del Ministerio Público de la Circunscripción Judicial del Estado Carabobo,Ministerio Público,NO,,NO,"[OCR] abogada DAYERLIN FABIOLA MARTÍNEZ PEÑA como FISCAL AUXILIAR INTERINO a la FISCALÍA SÉPTIMA del Ministerio Público de la Circunscripción Judicial del estado Carabobo, con competencia Plena y en Delitos Menos Graves en las Fases de Investigación, Intermedia y de Juicio Oral, con sede en Valencia"
43315,Ordinaria,2026-02-11,,DESIGNACION_FISCAL,Francelis Anthonella Pascuale Pestana,Fiscal Auxiliar Interino,Fiscalía Tercera del Ministerio Público de la Circunscripción Judicial del Estado Carabobo,Ministerio Público,NO,,NO,"[OCR] abogada FRANCELIS ANTHONELLA PASCUALE PESTANA como FISCAL AUXILIAR INTERINO a la FISCALÍA TERCERA del Ministerio Público de la Circunscripción Judicial del estado Carabobo, con competencia Plena y en Delitos Menos Graves en las Fases de Investigación, Intermedia y de jJuicio Oral, con sede en Valencia"
43315,Ordinaria,2026-02-11,,DESIGNACION_FISCAL,Bryan José Márquez Perales,Fiscal Auxiliar Interino,"Fiscalía 44 Nacional con Competencia Plena y en Materia de Tránsito, Vehículos y Vialidad",Ministerio Público,NO,,NO,"[OCR] abogado BRYAN JOSÉ MÁRQUEZ PERALES como FISCAL AUXILIAR INTERINO a la FISCALÍA 44 NACIONAL CON COMPETENCIA PLENA Y EN MATERIA DE TRÁNSITO, VEHÍCULOS Y VIALIDAD, con sede en Puerto Cabello"
